band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,45000.0,0.1,2.5,0.006183053503059,100.0,0.1,2.7,8.703552473625038e-15,0.005747138801043716,125.0,56952
5,117000.0,0.1,2.5,0.0053845433435684,350.0,0.1,2.4,8.705411815934228e-15,0.005108231070742437,325.0,74038
8,189000.0,0.1,3.1,0.0044803650922471,300.0,0.09,3.5,1.3718326493940857e-18,0.0041589093668933375,275.0,106312
11,495000.0,0.1,3.5,0.0035991142652927,250.0,0.1,3.5,1.95891103712356e-16,0.0035991142652927,250.0,139218
14,1134000.0,0.1,3.7,0.0029842795191428,200.0,0.1,3.7,7.526925341738317e-17,0.0029842795191428,200.0,212625
17,2574000.0,0.1,3.4,0.0028452465153013,150.0,0.1,3.6,4.65460566992069e-17,0.002641596489521019,175.0,271476
20,5967000.0,0.1,3.3,0.0027738405630782,200.0,0.09,3.7,5.591975782479495e-20,0.0024920617604859887,175.0,314664
23,13887000.0,0.1,3.2,0.0043361039018986,250.0,0.1,3.2,1.1893792817616597e-17,0.0043361039018986,250.0,102981
26,31968000.0,0.1,2.2,0.0047701897204933,250.0,0.09,2.6,5.401472437390369e-20,0.004508483528764873,225.0,93655
29,73701000.0,0.1,1.8,0.0066963839522465,300.0,0.09,2.1,2.242609758072104e-20,0.0064292344524385925,275.0,45543
32,59634000.0,0.1,3.4,0.008780358828001,500.0,0.1,3.3,3.201668649023643e-20,0.007814844686975797,425.0,29118
