band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,1142.2483,671.4693,1944.989,473.18463,99.004295,1019.8701,45000.0,0.0082095055450042,0.1,2.6,8.526863959355866e-15,150.0,317.8477478027344,0.0063984224173442,0.008117170077269364,0.09,3.0,1.4727583896065e-17,150.0,28476
5,758.16223,365.14816,2692.9504,2945.4336,101.46221,5367.835,117000.0,0.0055914141140801,0.1,2.1,1.4353130787677016e-14,350.0,166.15976,0.003969010248311788,0.0055914141140801,0.1,2.1,1.4353130787677016e-14,350.0,58500
8,241.40501,134.15619,529.0408,918.95044,93.30223,2766.5867,189000.0,0.0051440190667091,0.1,2.6,1.793794744430695e-15,300.0,66.86557,0.003123040397909581,0.0051440190667091,0.1,2.6,1.793794744430695e-15,300.0,70875
11,139.54498,56.528194,599.4603,6517.1216,80.00292,6412.924,495000.0,0.003739003164514,0.1,2.7,7.406790259453675e-16,200.0,33.17947769165039,0.0019299803152697053,0.0035098002335690603,0.11,2.4,1.0351234724604265e-13,225.0,156619
14,45.20216,23.660954,126.89979,1856.4797,73.76143,4089.5234,1134000.0,0.0026551511115235,0.1,3.1,1.3999045055362335e-16,200.0,15.396127700805664,0.0012751894232635628,0.0024240512510600443,0.09,3.5,2.4433976438825136e-19,175.0,318937
17,29.421543,11.309689,173.46356,9698.964,65.2629,7472.824,2574000.0,0.0020408949448707,0.1,2.9,1.1198402435664507e-16,150.0,7.923803,0.0008464353782179778,0.0020408949448707,0.1,2.9,1.1198402435664507e-16,150.0,458115
20,16.877602,6.5359554,89.35799,8663.62,69.64134,7133.971,5967000.0,0.0033613042945208,0.1,2.6,1.127197940956684e-16,200.0,4.201748,0.0005559445407404772,0.0033613042945208,0.1,2.6,1.127197940956684e-16,200.0,157332
23,7.1244173,2.4097512,47.371037,16824.38,62.361816,8305.875,13887000.0,0.0043591389864826,0.1,2.2,1.0785013522595867e-16,200.0,1.5953473,0.0003644288842482448,0.0043591389864826,0.1,2.2,1.0785013522595867e-16,200.0,97749
26,3.9631805,0.63772917,39.92467,32372.2,72.455315,9320.126,31968000.0,0.0061146056687891,0.1,1.6,1.2415156752209071e-16,250.0,0.39284712076187134,0.0002401951053511448,0.005546004843428043,0.11,1.2,2.3568967802675466e-14,225.0,62437
29,0.6209732,0.07980537,5.1764264,37523.438,88.50855,9488.237,73701000.0,0.0098277016092854,0.1,1.0,9.077121648751051e-17,300.0,0.04433320835232735,0.00015819341995114793,0.008691444681392158,0.09,1.3,2.2446361852149025e-19,275.0,25615
32,0.015306049,0.008238434,0.04331681,1880.4244,83.458115,4042.0374,59634000.0,0.0110664968445707,0.1,1.9,5.575193755427455e-19,500.0,0.003949082922190428,0.00017586420018087293,0.010261545484477573,0.09,2.2,1.3048443355224317e-21,475.0,18424
