filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,39245.285,31006.715,48005.785,4.676759,2.608479,13.187292,262144000.0,"(2.0, 0.5, 0.044)"
1,16579.19,13166.643,20803.008,5.27503,2.8818128,13.977053,262144000.0,"(2.0, 0.5, 0.065)"
2,6968.4014,5543.357,8700.06,6.095789,3.0028665,19.585115,262144000.0,"(2.0, 0.5, 0.096)"
3,2952.4192,2300.615,3731.2144,6.708761,3.4308815,18.653788,262144000.0,"(2.0, 0.5, 0.141)"
4,1229.9335,937.2194,1541.8877,8.003238,4.211707,24.878012,262144000.0,"(2.0, 0.5, 0.208)"
5,452.4206,342.8745,586.57184,9.342139,4.2263303,33.297684,262144000.0,"(2.0, 0.5, 0.306)"
6,276.71317,208.01027,370.22266,9.660567,4.7737246,34.553093,262144000.0,"(2.0, 0.5, 0.45)"
7,53970.625,43450.82,67869.33,5.8993616,3.084779,16.113642,262144000.0,"(2.0, 1.0, 0.044)"
8,22259.05,17401.709,28885.777,6.901822,3.1864069,29.359457,262144000.0,"(2.0, 1.0, 0.065)"
9,9502.156,7498.7383,12138.363,7.317565,3.4681005,29.839426,262144000.0,"(2.0, 1.0, 0.096)"
10,3963.2007,3063.3455,5090.001,7.8169575,3.5533602,26.669594,262144000.0,"(2.0, 1.0, 0.141)"
11,1619.248,1204.1598,2140.3523,9.698256,4.3232713,40.272106,262144000.0,"(2.0, 1.0, 0.208)"
12,660.498,484.9301,896.3277,11.524332,4.8398185,55.618614,262144000.0,"(2.0, 1.0, 0.306)"
13,318.8295,238.68187,432.54227,14.915209,5.7296576,72.80457,262144000.0,"(2.0, 1.0, 0.45)"
14,39246.88,31514.248,49476.91,5.8618803,3.2010446,19.807339,262144000.0,"(3.0, 0.5, 0.044)"
15,16343.364,12688.287,21025.93,7.1685724,3.5979724,20.26508,262144000.0,"(3.0, 0.5, 0.065)"
16,6585.608,5197.8853,8329.337,7.6705523,3.7175505,31.154324,262144000.0,"(3.0, 0.5, 0.096)"
17,2765.9795,2110.4917,3612.9736,9.21299,4.566276,38.013428,262144000.0,"(3.0, 0.5, 0.141)"
18,1208.4543,890.02637,1658.2463,10.850145,5.232855,41.073315,262144000.0,"(3.0, 0.5, 0.208)"
19,449.56696,336.92648,637.16644,14.872971,6.1052485,75.72235,262144000.0,"(3.0, 0.5, 0.306)"
20,214.00264,153.26472,315.3718,16.318907,6.9413486,81.22375,262144000.0,"(3.0, 0.5, 0.45)"
21,46745.906,35934.402,63265.22,9.631671,4.532831,34.744553,262144000.0,"(3.0, 1.0, 0.044)"
22,18888.965,13818.59,25906.143,12.479183,4.586574,47.220802,262144000.0,"(3.0, 1.0, 0.065)"
23,7646.3076,5932.3496,10688.087,12.672022,4.8834553,70.082726,262144000.0,"(3.0, 1.0, 0.096)"
24,3284.2842,2395.64,4794.338,15.995546,5.6754155,89.369255,262144000.0,"(3.0, 1.0, 0.141)"
25,1392.0839,1019.7853,2024.9922,15.606857,5.806855,74.83079,262144000.0,"(3.0, 1.0, 0.208)"
26,523.1902,365.6538,807.7735,23.691965,6.7041283,150.15762,262144000.0,"(3.0, 1.0, 0.306)"
27,233.24254,155.96465,391.32056,29.196533,7.8228116,182.4036,262144000.0,"(3.0, 1.0, 0.45)"
28,39469.312,31625.5,51589.23,6.682502,2.8534405,27.178423,262144000.0,"(4.0, 0.5, 0.044)"
29,16664.488,12443.621,23573.709,11.854981,3.7144578,59.929115,262144000.0,"(4.0, 0.5, 0.065)"
30,6604.4487,5140.3496,8668.224,8.532404,3.7152567,52.80464,262144000.0,"(4.0, 0.5, 0.096)"
31,2820.8447,2068.4375,3971.9556,11.539831,4.4776144,51.788918,262144000.0,"(4.0, 0.5, 0.141)"
32,1139.4574,848.09424,1600.517,13.091402,4.877278,86.4155,262144000.0,"(4.0, 0.5, 0.208)"
33,463.0111,334.272,678.09125,17.165596,5.994972,97.701355,262144000.0,"(4.0, 0.5, 0.306)"
34,200.22856,138.05917,307.15875,22.531784,7.257459,151.31201,262144000.0,"(4.0, 0.5, 0.45)"
35,44658.754,33246.043,60319.746,12.36536,5.0670857,48.589752,262144000.0,"(4.0, 1.0, 0.044)"
36,17877.676,13270.175,29631.879,20.899563,5.197351,155.80112,262144000.0,"(4.0, 1.0, 0.065)"
37,7418.999,5249.1025,10603.968,17.327364,5.6313186,75.267006,262144000.0,"(4.0, 1.0, 0.096)"
38,3249.251,2290.3704,5123.8936,22.982342,6.3860116,151.50053,262144000.0,"(4.0, 1.0, 0.141)"
39,1233.5691,871.9198,2123.9185,26.082705,6.2740498,185.28183,262144000.0,"(4.0, 1.0, 0.208)"
40,519.884,341.6493,1007.73065,35.800045,7.2239,256.14362,262144000.0,"(4.0, 1.0, 0.306)"
41,214.69917,142.95435,445.91403,45.14493,8.92676,292.27835,262144000.0,"(4.0, 1.0, 0.45)"
