band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,304543067915136.06,248755664942578.88,372388664734010.5,6.924573675177919,2.464587661629638,11.612600767894126,720.0
5,737800296536782.9,658344741386711.0,822233190355889.5,16.58375444348151,13.942364076729781,19.255953846685113,7200.0
8,158911782157216.4,138215196015070.11,182535599174264.56,27.63862453444908,18.410191414538822,41.7882329111462,13680.0
11,13319676360562.29,10471979786953.902,18310317491676.99,131.95667166851794,9.279534519577613,327.7044064564548,28080.0
14,335163805613060.75,305144694250258.9,368008684502730.8,11.289211331016736,8.023762568920684,15.603495432013498,56160.0
17,435862654126958.8,411986774291600.4,462058405725533.2,2.98339712335874,1.9712516960550484,6.272247849482694,450720.0
20,24687443314136.125,23109011009207.727,26474107588534.266,4.895736525623584,2.6199157596023714,11.424114659830426,901440.0
23,4719305909370.694,4387672024471.7544,5331823512243.233,11.471689543048809,2.397952624983412,66.4109824631566,7211520.0
26,269727935605.29977,253748994857.3328,286833001234.9228,3.709729908415512,2.595050332378456,6.189962765336614,3605760.0
30,26470233914.13792,24512692530.70306,28620176993.987564,7.04536071984403,4.9560082208865035,11.866532987633613,7211520.0
