filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",96.52592,70.52858,161.91777,19.178097,3.5131013,155.58534,160000000.0,"(2.0, 0.5, 0.044)",0.0108901075261113,3.3,-1.2,450.0730794016112,0.0,96.52592,0.00010736608296131946,0.0108901075261113,3.3,-1.2,450.0730794016112,0.0,15637
1,"(2.0, 0.5, 0.065)",39.640656,29.082182,68.552986,24.873302,4.0307007,218.63226,160000000.0,"(2.0, 0.5, 0.065)",0.009132229465169,2.0,-1.2,161.74063295049473,50.0,39.640655517578125,0.00010736608296131946,0.00848204218885383,2.0,-1.21,183.2616781728631,0.0,24718
2,"(2.0, 0.5, 0.096)",17.815247,12.593767,35.41914,39.990158,4.784158,295.93878,160000000.0,"(2.0, 0.5, 0.096)",0.0088695088853132,9.9,-1.2,63.33919426112577,200.0,13.96377,0.00010736608296131946,0.0088695088853132,9.9,-1.2,63.33919426112577,200.0,24718
3,"(2.0, 0.5, 0.141)",7.1280894,4.9332933,16.395422,52.462814,5.2514405,315.33246,160000000.0,"(2.0, 0.5, 0.141)",0.0071692134651525,0.6,-1.1,8.106798904538643,0.0,6.106245517730713,0.00010736608296131946,0.006634279761972006,0.66,-1.1,8.519916870631912,75.0,43944
4,"(2.0, 0.5, 0.208)",2.827215,1.798519,8.435795,99.624886,7.0445685,497.4184,160000000.0,"(2.0, 0.5, 0.208)",0.0086690296352175,0.5,-1.0,1.0303443670272827,200.0,2.253248453140259,0.00010736608296131946,0.006940682740820603,0.4,-0.92,0.3540356365957264,100.0,39062
5,"(2.0, 0.5, 0.306)",0.84909546,0.52559584,3.3292933,202.20428,5.845236,593.34467,160000000.0,"(2.0, 0.5, 0.306)",0.0045640290111883,0.1,1.1,1.2745871953011965e-15,0.0,0.84909546,0.00010736608296131946,0.0045640290111883,0.1,1.1,1.2745871953011965e-15,0.0,87889
6,"(2.0, 0.5, 0.45)",0.5098412,0.3295092,1.7854595,138.65001,5.8088465,532.17316,160000000.0,"(2.0, 0.5, 0.45)",0.0027694662858646,0.1,1.5,2.2099816832357895e-16,0.0,0.5098412036895752,0.00010736608296131946,0.00245591956917135,0.11,1.2,3.0588059016272725e-14,0.0,312500
7,"(2.0, 1.0, 0.044)",122.0471,91.58944,198.60153,18.166317,3.7008302,162.12465,160000000.0,"(2.0, 1.0, 0.044)",0.0132322025620393,20.0,-1.2,542.6253328324441,0.0,122.0471,0.00010736608296131946,0.0132322025620393,20.0,-1.2,542.6253328324441,0.0,10984
8,"(2.0, 1.0, 0.065)",50.50706,36.873737,92.11907,23.864079,3.7816656,200.23338,160000000.0,"(2.0, 1.0, 0.065)",0.0083958793911962,9.9,-1.2,208.0705288797593,50.0,45.871265,0.00010736608296131946,0.0083958793911962,9.9,-1.2,208.0705288797593,50.0,26392
9,"(2.0, 1.0, 0.096)",23.151463,16.282751,51.38758,47.383324,4.666362,344.23026,160000000.0,"(2.0, 1.0, 0.096)",0.0078667774243951,9.9,-1.2,82.04265940508178,200.0,18.08714,0.00010736608296131946,0.0078667774243951,9.9,-1.2,82.04265940508178,200.0,29296
10,"(2.0, 1.0, 0.141)",9.308575,6.47811,24.110079,65.71851,5.5816026,406.29,160000000.0,"(2.0, 1.0, 0.141)",0.0078764657138383,0.6,-1.1,9.262046546368545,50.0,9.308574676513672,0.00010736608296131946,0.006072124735765738,0.55,-1.1,8.519990470967123,0.0,49437
11,"(2.0, 1.0, 0.208)",3.8609498,2.5095267,9.996479,72.26375,5.8572197,407.95264,160000000.0,"(2.0, 1.0, 0.208)",0.0057623722958634,0.5,-1.0,1.5663069486618042,100.0,3.860949754714966,0.00010736608296131946,0.004792525811357251,0.35,-0.9,0.2737864046237978,0.0,78125
12,"(2.0, 1.0, 0.306)",1.3179938,0.8524905,3.4927852,81.94581,6.8970284,419.463,160000000.0,"(2.0, 1.0, 0.306)",0.0062838355343674,0.4,-0.8,0.1070007029556625,200.0,1.0566483736038208,0.00010736608296131946,0.005052340830739577,0.3,-0.64,0.011070022427491225,100.0,74155
13,"(2.0, 1.0, 0.45)",0.47919533,0.31952858,1.620515,144.61426,5.756499,530.12067,160000000.0,"(2.0, 1.0, 0.45)",0.003423053780118,0.1,1.5,2.077142621547292e-16,0.0,0.47919532656669617,0.00010736608296131946,0.0019553202601598763,0.09,1.8,4.905108597223816e-19,0.0,468750
14,"(3.0, 0.5, 0.044)",90.89836,67.88384,133.41454,14.945318,4.4555492,90.04293,160000000.0,"(3.0, 0.5, 0.044)",0.0074151916805764,5.9,-1.2,370.29910523847786,100.0,75.24993896484375,0.00010736608296131946,0.006343306729793552,6.0,-1.19,338.5955040609607,200.0,43944
15,"(3.0, 0.5, 0.065)",35.85106,25.82968,61.419403,21.411488,4.5926595,174.89815,160000000.0,"(3.0, 0.5, 0.065)",0.0103884182550558,1.1,-1.2,117.63146805678714,50.0,30.872861862182617,0.00010736608296131946,0.008969951332940429,1.4,-1.21,129.8243325125566,125.0,21972
16,"(3.0, 0.5, 0.096)",17.204351,12.155382,32.61317,33.828037,5.360441,255.44649,160000000.0,"(3.0, 0.5, 0.096)",0.0097775894767426,1.1,-1.2,52.407380017168784,100.0,14.628785133361816,0.00010736608296131946,0.008667184500070813,0.8,-1.18,36.04974239889213,100.0,24718
17,"(3.0, 0.5, 0.141)",6.772909,4.5482025,15.977251,57.96097,6.8450637,364.75348,160000000.0,"(3.0, 0.5, 0.141)",0.0083831394553567,0.5,-1.1,4.703409141964383,0.0,5.9146246910095215,0.00010736608296131946,0.007717047918702313,0.5,-1.08,3.8267499294833875,50.0,31282
18,"(3.0, 0.5, 0.208)",2.6080043,1.6357431,7.685731,99.376114,7.2731924,472.67242,160000000.0,"(3.0, 0.5, 0.208)",0.0088489424596691,0.3,-0.8,0.0383530465426768,50.0,2.608004331588745,0.00010736608296131946,0.006260912780873262,0.27,-0.8,0.018492644549839597,0.0,49437
19,"(3.0, 0.5, 0.306)",0.75800353,0.48373905,3.140188,221.96606,6.9671483,629.0734,160000000.0,"(3.0, 0.5, 0.306)",0.0040189465580028,0.1,1.0,1.5929872358947901e-15,0.0,0.7580035328865051,0.00010736608296131946,0.003665383144612455,0.09,1.3,3.837850274484973e-18,0.0,131835
20,"(3.0, 0.5, 0.45)",0.33051336,0.18813431,2.3378363,772.1229,6.252103,798.05853,160000000.0,"(3.0, 0.5, 0.45)",0.0022400739904543,0.1,2.1,2.1222639464479185e-17,50.0,0.25846508145332336,0.00010736608296131946,0.002110585036788626,0.09,2.4,5.0531492544885413e-20,25.0,395506
21,"(3.0, 1.0, 0.044)",110.84923,81.5424,230.79407,32.789,4.586549,275.76703,160000000.0,"(3.0, 1.0, 0.044)",0.0066294390000396,3.7,-1.2,445.9911458354476,100.0,89.5193099975586,0.00010736608296131946,0.0061784243945822714,4.0,-1.19,406.7080773986951,200.0,49437
22,"(3.0, 1.0, 0.065)",43.04992,31.705318,63.608425,14.304953,4.3026934,99.750885,160000000.0,"(3.0, 1.0, 0.065)",0.0069477068580209,9.9,-1.2,162.83508331971504,200.0,35.89865,0.00010736608296131946,0.0069477068580209,9.9,-1.2,162.83508331971504,200.0,39062
23,"(3.0, 1.0, 0.096)",20.301582,15.171943,34.3861,22.02613,5.4767995,166.178,160000000.0,"(3.0, 1.0, 0.096)",0.0089288521208945,2.1,-1.2,73.82824722962398,200.0,16.586559295654297,0.00010736608296131946,0.008858946593813144,1.97,-1.2,74.31732203019023,175.0,24718
24,"(3.0, 1.0, 0.141)",8.39048,5.576129,20.02612,56.828236,6.750572,361.4873,160000000.0,"(3.0, 1.0, 0.141)",0.0081059738234144,0.5,-1.1,5.072947674327428,50.0,7.305044651031494,0.00010736608296131946,0.007687732519046642,0.51,-1.1,5.391600667716122,50.0,32958
25,"(3.0, 1.0, 0.208)",3.0158486,1.9621216,9.453953,113.93228,7.6709623,463.99417,160000000.0,"(3.0, 1.0, 0.208)",0.0080328051054466,0.3,-0.9,0.0751539274909813,0.0,2.6698710918426514,0.00010736608296131946,0.006690652644919748,0.3,-0.86,0.05725495374775014,25.0,41710
26,"(3.0, 1.0, 0.306)",1.0902603,0.6976589,2.6660857,80.65304,7.830838,393.4912,160000000.0,"(3.0, 1.0, 0.306)",0.0048310839000648,0.1,0.8,4.657201520525098e-15,0.0,1.0902602672576904,0.00010736608296131946,0.003705984600925305,0.09,1.1,1.1233839221888308e-17,0.0,131835
27,"(3.0, 1.0, 0.45)",0.35595542,0.19601917,2.952426,1146.8002,6.1799083,827.36975,160000000.0,"(3.0, 1.0, 0.45)",0.0024958412258425,0.1,2.1,2.2128470018175038e-17,50.0,0.2693934738636017,0.00010736608296131946,0.0016932537673139958,0.09,2.4,5.266805960648785e-20,25.0,625000
28,"(4.0, 0.5, 0.044)",88.3371,68.54647,129.03404,12.606155,3.475953,90.4232,160000000.0,"(4.0, 0.5, 0.044)",0.0103518809328365,5.6,-1.2,408.66423376199873,0.0,80.55265808105469,0.00010736608296131946,0.006661304151309819,6.0,-1.18,353.67430036527026,75.0,43944
29,"(4.0, 0.5, 0.065)",37.178387,26.727833,64.79494,23.644703,4.44211,183.73642,160000000.0,"(4.0, 0.5, 0.065)",0.0075506016742433,4.7,-1.2,150.00779699704486,100.0,30.662107467651367,0.00010736608296131946,0.0066365478489198715,5.0,-1.19,138.71697307959695,175.0,43944
30,"(4.0, 0.5, 0.096)",15.86944,11.098212,30.371183,31.888409,5.3731437,251.96278,160000000.0,"(4.0, 0.5, 0.096)",0.0099385654551568,1.2,-1.2,53.86381357314231,50.0,14.713249206542969,0.00010736608296131946,0.008949734840514756,0.8,-1.18,36.25788737145021,25.0,21972
31,"(4.0, 0.5, 0.141)",6.385866,4.374293,14.186434,42.38093,5.9899807,302.5263,160000000.0,"(4.0, 0.5, 0.141)",0.0078129759525797,0.6,-1.1,6.1171636544499295,100.0,5.5127129554748535,0.00010736608296131946,0.0076189957029015876,0.58,-1.1,5.782199510265241,75.0,32958
32,"(4.0, 0.5, 0.208)",2.6509702,1.7108667,7.688925,97.714966,6.8313627,491.26733,160000000.0,"(4.0, 0.5, 0.208)",0.0090535657916388,0.3,-0.8,0.0391284047047805,50.0,2.650970220565796,0.00010736608296131946,0.0069253482131871325,0.3,-0.85,0.05481652233645557,0.0,39062
33,"(4.0, 0.5, 0.306)",0.82752943,0.50957936,3.3842096,227.4053,7.06492,624.9924,160000000.0,"(4.0, 0.5, 0.306)",0.003838543428284,0.1,1.0,1.739099836273436e-15,0.0,0.8275294303894043,0.00010736608296131946,0.0034849543266158856,0.09,1.3,4.189867083429408e-18,0.0,156250
34,"(4.0, 0.5, 0.45)",0.21931684,0.14356084,0.86511654,203.85434,5.282804,610.9192,160000000.0,"(4.0, 0.5, 0.45)",0.0022467221085218,0.1,2.7,3.913919376185094e-18,50.0,0.18921257555484772,0.00010736608296131946,0.0012993773510880102,0.1,2.5,6.3449792483538825e-18,25.0,1054687
35,"(4.0, 1.0, 0.044)",92.47971,69.39594,139.79976,13.673195,4.4191356,86.65476,160000000.0,"(4.0, 1.0, 0.044)",0.0074836629256226,1.7,-1.2,372.1267239649815,50.0,92.4797134399414,0.00010736608296131946,0.007377060916227474,1.43,-1.2,380.2773666033743,0.0,32958
36,"(4.0, 1.0, 0.065)",37.6041,27.691717,70.408585,29.679111,4.5719666,253.67801,160000000.0,"(4.0, 1.0, 0.065)",0.0073377914577184,1.7,-1.2,131.4734632793526,200.0,28.674652099609375,0.00010736608296131946,0.0073173117356004624,1.98,-1.2,128.5886172354054,300.0,32958
37,"(4.0, 1.0, 0.096)",17.860968,12.234858,43.436962,60.32606,5.3580074,390.07794,160000000.0,"(4.0, 1.0, 0.096)",0.0090331048875117,2.4,-1.2,63.7375748862466,200.0,13.065200805664062,0.00010736608296131946,0.008727810090489563,2.0,-1.19,57.081564682233676,300.0,24718
38,"(4.0, 1.0, 0.141)",7.61391,5.160157,17.838108,58.196754,6.8626504,386.5863,160000000.0,"(4.0, 1.0, 0.141)",0.0085925699609281,0.5,-1.1,4.601197441418966,50.0,6.252313613891602,0.00010736608296131946,0.008009534659192574,0.53,-1.1,5.166269319819992,100.0,29296
39,"(4.0, 1.0, 0.208)",2.8589716,1.75721,10.874137,201.36493,7.0778217,601.0165,160000000.0,"(4.0, 1.0, 0.208)",0.0082590443320166,0.3,-0.9,0.0712446047183352,0.0,2.85897159576416,0.00010736608296131946,0.006563876433035187,0.26,-0.8,0.014228955910693144,0.0,43944
40,"(4.0, 1.0, 0.306)",0.9422348,0.5475228,3.9685056,243.80153,8.008033,641.11646,160000000.0,"(4.0, 1.0, 0.306)",0.0046633952254672,0.1,0.9,2.805226211584634e-15,0.0,0.7902976274490356,0.00010736608296131946,0.003429142530949947,0.13,0.5,1.356022337654756e-10,25.0,156250
41,"(4.0, 1.0, 0.45)",0.2931468,0.16554531,2.52019,1175.2562,6.642698,833.95105,160000000.0,"(4.0, 1.0, 0.45)",0.0025734452075596,0.1,2.0,2.3280874977817122e-17,50.0,0.2096206396818161,0.00010736608296131946,0.00201636395579341,0.11,1.7,3.256721248182016e-15,50.0,468750
