filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,96.52592,70.52858,161.91777,19.178097,3.5131013,155.58534,160000000.0,"(2.0, 0.5, 0.044)"
1,39.640656,29.082182,68.552986,24.873302,4.0307007,218.63226,160000000.0,"(2.0, 0.5, 0.065)"
2,17.815247,12.593767,35.41914,39.990158,4.784158,295.93878,160000000.0,"(2.0, 0.5, 0.096)"
3,7.1280894,4.9332933,16.395422,52.462814,5.2514405,315.33246,160000000.0,"(2.0, 0.5, 0.141)"
4,2.827215,1.798519,8.435795,99.624886,7.0445685,497.4184,160000000.0,"(2.0, 0.5, 0.208)"
5,0.84909546,0.52559584,3.3292933,202.20428,5.845236,593.34467,160000000.0,"(2.0, 0.5, 0.306)"
6,0.5098412,0.3295092,1.7854595,138.65001,5.8088465,532.17316,160000000.0,"(2.0, 0.5, 0.45)"
7,122.0471,91.58944,198.60153,18.166317,3.7008302,162.12465,160000000.0,"(2.0, 1.0, 0.044)"
8,50.50706,36.873737,92.11907,23.864079,3.7816656,200.23338,160000000.0,"(2.0, 1.0, 0.065)"
9,23.151463,16.282751,51.38758,47.383324,4.666362,344.23026,160000000.0,"(2.0, 1.0, 0.096)"
10,9.308575,6.47811,24.110079,65.71851,5.5816026,406.29,160000000.0,"(2.0, 1.0, 0.141)"
11,3.8609498,2.5095267,9.996479,72.26375,5.8572197,407.95264,160000000.0,"(2.0, 1.0, 0.208)"
12,1.3179938,0.8524905,3.4927852,81.94581,6.8970284,419.463,160000000.0,"(2.0, 1.0, 0.306)"
13,0.47919533,0.31952858,1.620515,144.61426,5.756499,530.12067,160000000.0,"(2.0, 1.0, 0.45)"
14,90.89836,67.88384,133.41454,14.945318,4.4555492,90.04293,160000000.0,"(3.0, 0.5, 0.044)"
15,35.85106,25.82968,61.419403,21.411488,4.5926595,174.89815,160000000.0,"(3.0, 0.5, 0.065)"
16,17.204351,12.155382,32.61317,33.828037,5.360441,255.44649,160000000.0,"(3.0, 0.5, 0.096)"
17,6.772909,4.5482025,15.977251,57.96097,6.8450637,364.75348,160000000.0,"(3.0, 0.5, 0.141)"
18,2.6080043,1.6357431,7.685731,99.376114,7.2731924,472.67242,160000000.0,"(3.0, 0.5, 0.208)"
19,0.75800353,0.48373905,3.140188,221.96606,6.9671483,629.0734,160000000.0,"(3.0, 0.5, 0.306)"
20,0.33051336,0.18813431,2.3378363,772.1229,6.252103,798.05853,160000000.0,"(3.0, 0.5, 0.45)"
21,110.84923,81.5424,230.79407,32.789,4.586549,275.76703,160000000.0,"(3.0, 1.0, 0.044)"
22,43.04992,31.705318,63.608425,14.304953,4.3026934,99.750885,160000000.0,"(3.0, 1.0, 0.065)"
23,20.301582,15.171943,34.3861,22.02613,5.4767995,166.178,160000000.0,"(3.0, 1.0, 0.096)"
24,8.39048,5.576129,20.02612,56.828236,6.750572,361.4873,160000000.0,"(3.0, 1.0, 0.141)"
25,3.0158486,1.9621216,9.453953,113.93228,7.6709623,463.99417,160000000.0,"(3.0, 1.0, 0.208)"
26,1.0902603,0.6976589,2.6660857,80.65304,7.830838,393.4912,160000000.0,"(3.0, 1.0, 0.306)"
27,0.35595542,0.19601917,2.952426,1146.8002,6.1799083,827.36975,160000000.0,"(3.0, 1.0, 0.45)"
28,88.3371,68.54647,129.03404,12.606155,3.475953,90.4232,160000000.0,"(4.0, 0.5, 0.044)"
29,37.178387,26.727833,64.79494,23.644703,4.44211,183.73642,160000000.0,"(4.0, 0.5, 0.065)"
30,15.86944,11.098212,30.371183,31.888409,5.3731437,251.96278,160000000.0,"(4.0, 0.5, 0.096)"
31,6.385866,4.374293,14.186434,42.38093,5.9899807,302.5263,160000000.0,"(4.0, 0.5, 0.141)"
32,2.6509702,1.7108667,7.688925,97.714966,6.8313627,491.26733,160000000.0,"(4.0, 0.5, 0.208)"
33,0.82752943,0.50957936,3.3842096,227.4053,7.06492,624.9924,160000000.0,"(4.0, 0.5, 0.306)"
34,0.21931684,0.14356084,0.86511654,203.85434,5.282804,610.9192,160000000.0,"(4.0, 0.5, 0.45)"
35,92.47971,69.39594,139.79976,13.673195,4.4191356,86.65476,160000000.0,"(4.0, 1.0, 0.044)"
36,37.6041,27.691717,70.408585,29.679111,4.5719666,253.67801,160000000.0,"(4.0, 1.0, 0.065)"
37,17.860968,12.234858,43.436962,60.32606,5.3580074,390.07794,160000000.0,"(4.0, 1.0, 0.096)"
38,7.61391,5.160157,17.838108,58.196754,6.8626504,386.5863,160000000.0,"(4.0, 1.0, 0.141)"
39,2.8589716,1.75721,10.874137,201.36493,7.0778217,601.0165,160000000.0,"(4.0, 1.0, 0.208)"
40,0.9422348,0.5475228,3.9685056,243.80153,8.008033,641.11646,160000000.0,"(4.0, 1.0, 0.306)"
41,0.2931468,0.16554531,2.52019,1175.2562,6.642698,833.95105,160000000.0,"(4.0, 1.0, 0.45)"
