,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,1179.2724009946426,-0.009713032808431447,0.012261213785008274,0.02117780105530439,0.003236716597225008,0.00316973564698278,0.01413962067197321,0.03009775201912583,-0.0013517499319485333,0.006758906049060115,0.01172668126706049,-0.0009703272950431284,0.009375502525391726,0.0012139745408957323,0.0006717632115218254,-0.000932933272503508,0.0029077398772564054,0.0014943438275694927,-4.443432897215093e-05,0.0003040666642999126,-0.0001483705795578182,0.0003823867046230011,-0.00016938963128195972
3,-0.009713032808431447,807.3193449270104,-0.0003673524347892597,-0.0135919011635088,0.01273630594933778,-0.021807938579422377,0.0034875344732119198,0.0073775377646285905,-0.0036110439475138746,-0.0024949520892207913,1.1730060604187011e-05,0.0004733448248474279,-0.003540708908848715,-0.0006633910395260717,0.0021144936437621498,0.0001625537029714051,0.0010769036765399117,0.000719289366381991,-0.00022942348445605446,0.00037416894991037993,-0.00041394954297230865,-0.00034502505647863004,-6.0135604586317485e-05
4,0.012261213785008274,-0.0003673524347892597,609.1331100704542,0.022292267538779848,0.00710333077071974,-0.0008831103227948025,0.008912252111259192,-0.00924398347293475,0.012153352164051452,5.17742483598863e-05,0.003180987440531347,-0.002347370414770153,0.000978830207341776,-0.002699070772458517,0.00030116073667231557,0.001319256951594153,-0.001180810221396636,0.00012436675092600182,0.00022660848123418778,-1.4273383959930935e-06,-0.0001715438881999718,0.00017577063598535952,2.7452113939424482e-05
5,0.02117780105530439,-0.0135919011635088,0.022292267538779848,437.0072861966319,-0.015945637160339438,0.015557811134585622,-0.0013895402561112707,-0.004644969940476672,0.0016433782383593032,0.0007823563422326913,-0.005812877495265496,0.0018691763271819772,0.0007278433373121316,-0.0010363846403877374,-0.0009945675414526373,0.0004238793310816122,-0.00014742938746013876,0.0007279465485579073,4.636045201389357e-05,3.956265393605113e-05,-0.0001723687609149841,0.00031283979696290954,0.00016224802899007874
6,0.003236716597225008,0.01273630594933778,0.00710333077071974,-0.015945637160339438,298.3181894509738,-0.0005236258577684037,-0.0011988012276142345,-0.0005510336364380772,-0.004743364025836181,0.0034825439046134135,0.0004834829871455602,0.00156300975848467,-0.0002917326202072989,0.0006968409898960827,-0.00021780807654841802,0.0005807173118546145,3.176859311097358e-05,0.0003969881293343738,0.0004264774655272295,-0.00019061845950358406,0.0001375116523868901,-0.00022785637392108948,-7.194951344934097e-05
7,0.00316973564698278,-0.021807938579422377,-0.0008831103227948025,0.015557811134585622,-0.0005236258577684037,188.40977687029945,-0.0005336750861473787,0.00038438890984622754,0.002652120295212002,-0.0012876749050537233,-0.003471126260093527,-0.0008007296655689923,0.00042148211075056637,-0.0015765598700650109,0.0005886355385879384,-0.0007400507356423349,0.0013167351544621166,-0.0003091127926698169,0.000403823719215456,9.491667346019095e-05,-0.0002370423268166425,1.2907334265272063e-06,-9.022790189402904e-05
8,0.01413962067197321,0.0034875344732119198,0.008912252111259192,-0.0013895402561112707,-0.0011988012276142345,-0.0005336750861473787,126.22701574438548,0.000740896344594784,-0.004330818478289334,0.0035577819843405894,-0.0008551848693849945,0.001234033409186276,-0.001510116783124714,0.0002567298616773042,0.0008081304386885685,-0.00019130018646382316,3.0549702731593695e-05,-4.0285378660708296e-05,3.2698705506335465e-05,-0.00012370910707125904,-0.0002742401046431419,-0.0001070247808612705,-4.127375591788986e-06
9,0.03009775201912583,0.0073775377646285905,-0.00924398347293475,-0.004644969940476672,-0.0005510336364380772,0.00038438890984622754,0.000740896344594784,76.4090318252674,-0.0020413721164340803,-0.0010021942884256604,0.0017237745424644253,0.0004005941109820597,-0.0011457676442592464,0.000259680489327169,1.1579980841083308e-05,-0.00016213095110956922,0.000496581570236491,-0.00018676489024128349,0.0001479996145333993,3.093075953851337e-05,7.197862006027108e-05,-7.93522041010269e-05,-0.00014305358703597455
10,-0.0013517499319485333,-0.0036110439475138746,0.012153352164051452,0.0016433782383593032,-0.004743364025836181,0.002652120295212002,-0.004330818478289334,-0.0020413721164340803,50.903969076201136,0.002279362350817184,-0.0009709110854925501,3.759594146446792e-05,-0.0005047454096250626,0.00016314469068104534,-0.00010022308980050311,5.139108901900449e-06,-0.00017566686375253298,5.2509330871889615e-05,0.0001177966124345408,-8.415826832185752e-05,3.6072635544891545e-05,3.038573760026453e-05,4.566481398464158e-05
