band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,376797734351338.9,308965632782728.25,456516315758250.25,6.311889758253194,2.6051940022901263,9.511801434429744,720.0
5,849676619130860.1,754558410863865.6,950385820724053.1,18.03890347620058,15.30587967754261,20.865909864213815,7200.0
8,178293095930889.16,155001202001410.22,204539529950572.8,27.444382259732908,20.05447239143118,38.6859299966202,13680.0
11,14315987377172.455,11372985798892.467,19341545933486.656,117.15665795477976,11.299999653274586,294.3988865154711,28080.0
14,557071467847476.2,519034212384134.4,597401217345991.1,5.492177671496323,4.113544895049628,7.236069668832342,56160.0
17,454349809941321.8,431489959260132.2,478475940995728.8,2.05892043476077,1.455855622263623,2.9974045196570587,450720.0
20,19477447848336.65,18285332953393.363,20944214056613.207,4.7861258215995255,2.1335862396981793,16.50799782452269,901440.0
23,5994747593106.53,5556899022871.564,6661308730520.48,9.759344280205056,3.1757396048875943,45.21238551697807,7211520.0
26,296619722010.6256,278254831105.7703,316727305897.8803,4.352778871957435,2.822874924574894,8.774525710009929,3605760.0
30,37807707814.2588,34766368657.539154,41320355148.01965,9.13625917658938,5.682063749723904,21.64859527083175,7211520.0
