filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",119.92068,90.39296,170.64284,10.590433,3.464781,74.931915,160000000.0,"(2.0, 0.5, 0.044)",0.0103898420188797,3.7,-1.2,559.4558512040933,0.0,119.92068,0.00010736608296131946,0.0103898420188797,3.7,-1.2,559.4558512040933,0.0,16477
1,"(2.0, 0.5, 0.065)",47.59441,35.287544,70.19523,16.244356,4.2976317,127.4993,160000000.0,"(2.0, 0.5, 0.065)",0.0114026679904765,1.3,-1.2,172.8865284150388,50.0,47.59440994262695,0.00010736608296131946,0.009046903522905492,1.7,-1.22,219.60681900581912,0.0,21972
2,"(2.0, 0.5, 0.096)",21.67361,15.789366,35.630035,23.372608,4.751333,189.6679,160000000.0,"(2.0, 0.5, 0.096)",0.0087754360623655,1.3,-1.2,77.74104254023159,50.0,18.815195083618164,0.00010736608296131946,0.008332514724493423,1.1,-1.19,65.29672823435538,100.0,27807
3,"(2.0, 0.5, 0.141)",8.808341,6.1263776,15.579457,28.46845,5.7150893,174.32889,160000000.0,"(2.0, 0.5, 0.141)",0.0085903916964844,0.6,-1.1,8.484663688215917,100.0,8.808341026306152,0.00010736608296131946,0.006918514489999805,0.53,-1.1,7.2783076494451375,0.0,39062
4,"(2.0, 0.5, 0.208)",3.5610857,2.3952796,7.8240967,44.146633,6.6044106,327.38934,160000000.0,"(2.0, 0.5, 0.208)",0.0079373409479002,0.3,-0.8,0.0617592098253689,0.0,3.5610857009887695,0.00010736608296131946,0.006638126103221342,0.3,-0.81,0.0639196821806187,0.0,43944
5,"(2.0, 0.5, 0.306)",1.033891,0.6614374,2.7742712,82.956276,5.937702,427.04742,160000000.0,"(2.0, 0.5, 0.306)",0.0038473966762069,0.1,1.2,1.1208787011072586e-15,0.0,1.033891,0.00010736608296131946,0.0038473966762069,0.1,1.2,1.1208787011072586e-15,0.0,131835
6,"(2.0, 0.5, 0.45)",0.6085269,0.39981797,1.869624,99.04162,5.8926187,468.8459,160000000.0,"(2.0, 0.5, 0.45)",0.0020964115933197,0.1,1.5,2.6377492854644213e-16,0.0,0.608526885509491,0.00010736608296131946,0.0018564058566908487,0.09,1.9,4.643622985925037e-19,0.0,527343
7,"(2.0, 1.0, 0.044)",166.01274,126.61309,245.24455,12.991724,3.8008072,110.41213,160000000.0,"(2.0, 1.0, 0.044)",0.0103544848881798,3.7,-1.2,774.4852810768555,0.0,166.01274,0.00010736608296131946,0.0103544848881798,3.7,-1.2,774.4852810768555,0.0,16477
8,"(2.0, 1.0, 0.065)",65.95833,48.032578,106.776,17.634312,4.299627,133.45706,160000000.0,"(2.0, 1.0, 0.065)",0.0088163316155578,2.6,-1.2,267.5942065428858,100.0,57.891792,0.00010736608296131946,0.0088163316155578,2.6,-1.2,267.5942065428858,100.0,24718
9,"(2.0, 1.0, 0.096)",27.470833,19.927954,51.303944,27.96173,4.713985,241.31519,160000000.0,"(2.0, 1.0, 0.096)",0.0081783471848747,7.9,-1.2,101.40329794481366,200.0,21.273517608642578,0.00010736608296131946,0.007130860518015175,8.0,-1.19,94.78109639299507,275.0,37077
10,"(2.0, 1.0, 0.141)",12.15753,8.67521,25.488865,36.809914,5.566841,288.8308,160000000.0,"(2.0, 1.0, 0.141)",0.0071260815512416,0.6,-1.1,12.369199414226484,50.0,10.111741065979004,0.00010736608296131946,0.006377795635320815,0.7,-1.12,16.744175606812487,125.0,43944
