filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,119.92068,90.39296,170.64284,10.590433,3.464781,74.931915,160000000.0,"(2.0, 0.5, 0.044)"
1,47.59441,35.287544,70.19523,16.244356,4.2976317,127.4993,160000000.0,"(2.0, 0.5, 0.065)"
2,21.67361,15.789366,35.630035,23.372608,4.751333,189.6679,160000000.0,"(2.0, 0.5, 0.096)"
3,8.808341,6.1263776,15.579457,28.46845,5.7150893,174.32889,160000000.0,"(2.0, 0.5, 0.141)"
4,3.5610857,2.3952796,7.8240967,44.146633,6.6044106,327.38934,160000000.0,"(2.0, 0.5, 0.208)"
5,1.033891,0.6614374,2.7742712,82.956276,5.937702,427.04742,160000000.0,"(2.0, 0.5, 0.306)"
6,0.6085269,0.39981797,1.869624,99.04162,5.8926187,468.8459,160000000.0,"(2.0, 0.5, 0.45)"
7,166.01274,126.61309,245.24455,12.991724,3.8008072,110.41213,160000000.0,"(2.0, 1.0, 0.044)"
8,65.95833,48.032578,106.776,17.634312,4.299627,133.45706,160000000.0,"(2.0, 1.0, 0.065)"
9,27.470833,19.927954,51.303944,27.96173,4.713985,241.31519,160000000.0,"(2.0, 1.0, 0.096)"
10,12.15753,8.67521,25.488865,36.809914,5.566841,288.8308,160000000.0,"(2.0, 1.0, 0.141)"
11,4.718697,3.0802977,9.658144,42.770992,6.538382,280.373,160000000.0,"(2.0, 1.0, 0.208)"
12,1.6281819,1.0524331,4.2372437,79.184685,6.904291,411.25183,160000000.0,"(2.0, 1.0, 0.306)"
13,0.5886774,0.39630264,2.0185516,147.04845,5.666576,533.19275,160000000.0,"(2.0, 1.0, 0.45)"
14,116.50107,87.833305,169.18463,13.374086,4.4614196,84.312675,160000000.0,"(3.0, 0.5, 0.044)"
15,48.885197,35.28498,75.46438,17.755852,4.6060367,126.88595,160000000.0,"(3.0, 0.5, 0.065)"
16,20.937191,14.824292,38.129948,30.392162,5.614327,232.01202,160000000.0,"(3.0, 0.5, 0.096)"
17,8.425982,5.7270303,17.209816,40.256413,7.096903,283.53156,160000000.0,"(3.0, 0.5, 0.141)"
18,3.3330612,2.1532567,6.2877254,37.882042,7.580223,234.74881,160000000.0,"(3.0, 0.5, 0.208)"
19,0.9693491,0.6361936,2.6116905,83.58259,7.329294,440.55084,160000000.0,"(3.0, 0.5, 0.306)"
20,0.34720543,0.22513233,1.1432908,125.06279,6.0860124,538.89923,160000000.0,"(3.0, 0.5, 0.45)"
21,140.4855,105.64888,214.70471,14.993605,4.7134542,102.820206,160000000.0,"(3.0, 1.0, 0.044)"
22,53.498684,38.40996,88.95193,20.842571,4.87331,168.96236,160000000.0,"(3.0, 1.0, 0.065)"
23,23.714125,17.93361,37.965935,18.546865,5.4401975,138.86903,160000000.0,"(3.0, 1.0, 0.096)"
24,10.035672,6.7740746,18.594767,32.000637,6.876478,215.0979,160000000.0,"(3.0, 1.0, 0.141)"
25,3.9081697,2.570171,8.102772,46.914135,8.179919,253.44922,160000000.0,"(3.0, 1.0, 0.208)"
26,1.2336318,0.7814965,3.547255,110.494896,7.9433036,469.7858,160000000.0,"(3.0, 1.0, 0.306)"
27,0.4590403,0.27779153,2.125519,309.44733,6.555688,673.42786,160000000.0,"(3.0, 1.0, 0.45)"
28,107.09753,83.98095,143.43358,9.75356,3.625057,50.523407,160000000.0,"(4.0, 0.5, 0.044)"
29,42.61373,31.048145,66.75063,16.537998,4.771248,122.042046,160000000.0,"(4.0, 0.5, 0.065)"
30,19.663296,14.067487,30.647837,18.687,5.4845614,131.48987,160000000.0,"(4.0, 0.5, 0.096)"
31,8.503867,5.761185,15.597688,28.779936,6.693488,196.37112,160000000.0,"(4.0, 0.5, 0.141)"
32,3.3099813,2.138477,9.132234,86.95973,7.2606835,468.08893,160000000.0,"(4.0, 0.5, 0.208)"
33,0.9458285,0.59772325,2.909372,118.972084,7.466095,505.99487,160000000.0,"(4.0, 0.5, 0.306)"
34,0.30912352,0.19462037,1.6152692,399.83215,5.4140835,708.1638,160000000.0,"(4.0, 0.5, 0.45)"
35,121.18041,90.14103,182.41086,14.2980175,4.574466,79.343704,160000000.0,"(4.0, 1.0, 0.044)"
36,50.96683,38.42368,78.058624,15.743898,4.7320337,111.24624,160000000.0,"(4.0, 1.0, 0.065)"
37,23.426535,16.512379,36.02367,20.611778,5.3718123,129.79808,160000000.0,"(4.0, 1.0, 0.096)"
38,9.312407,6.3760495,20.038586,45.38271,7.074989,335.50122,160000000.0,"(4.0, 1.0, 0.141)"
39,3.6433825,2.410303,9.057853,68.37845,7.0062947,394.10834,160000000.0,"(4.0, 1.0, 0.208)"
40,1.1515096,0.6815406,5.334048,295.09064,7.792406,670.47845,160000000.0,"(4.0, 1.0, 0.306)"
41,0.39317724,0.23414153,2.5486574,616.19434,6.8667407,769.6326,160000000.0,"(4.0, 1.0, 0.45)"
