filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",119.92068,90.39296,170.64284,10.590433,3.464781,74.931915,160000000.0,"(2.0, 0.5, 0.044)",0.010389842018879769,3.7,-1.2,559.4558512040933,0.0,119.92068,0.00010736608296131946
1,"(2.0, 0.5, 0.065)",47.59441,35.287544,70.19523,16.244356,4.2976317,127.4993,160000000.0,"(2.0, 0.5, 0.065)",0.011402667990476512,1.3,-1.2,172.8865284150388,50.0,43.814865,0.00010736608296131946
2,"(2.0, 0.5, 0.096)",21.67361,15.789366,35.630035,23.372608,4.751333,189.6679,160000000.0,"(2.0, 0.5, 0.096)",0.008775436062365527,1.3,-1.2,77.74104254023159,50.0,19.702017,0.00010736608296131946
3,"(2.0, 0.5, 0.141)",8.808341,6.1263776,15.579457,28.46845,5.7150893,174.32889,160000000.0,"(2.0, 0.5, 0.141)",0.008590391696484456,0.6,-1.1,8.484663688215917,100.0,7.4603357,0.00010736608296131946
4,"(2.0, 0.5, 0.208)",3.5610857,2.3952796,7.8240967,44.146633,6.6044106,327.38934,160000000.0,"(2.0, 0.5, 0.208)",0.007937340947900218,0.3,-0.8,0.0617592098253689,0.0,3.5610857,0.00010736608296131946
5,"(2.0, 0.5, 0.306)",1.033891,0.6614374,2.7742712,82.956276,5.937702,427.04742,160000000.0,"(2.0, 0.5, 0.306)",0.0038473966762069406,0.1,1.2,1.1208787011072586e-15,0.0,1.033891,0.00010736608296131946
6,"(2.0, 0.5, 0.45)",0.6085269,0.39981797,1.869624,99.04162,5.8926187,468.8459,160000000.0,"(2.0, 0.5, 0.45)",0.002096411593319747,0.1,1.5,2.6377492854644213e-16,0.0,0.6085269,0.00010736608296131946
7,"(2.0, 1.0, 0.044)",166.01274,126.61309,245.24455,12.991724,3.8008072,110.41213,160000000.0,"(2.0, 1.0, 0.044)",0.010354484888179805,3.7,-1.2,774.4852810768555,0.0,166.01274,0.00010736608296131946
8,"(2.0, 1.0, 0.065)",65.95833,48.032578,106.776,17.634312,4.299627,133.45706,160000000.0,"(2.0, 1.0, 0.065)",0.008816331615557838,2.6,-1.2,267.5942065428858,100.0,57.891792,0.00010736608296131946
9,"(2.0, 1.0, 0.096)",27.470833,19.927954,51.303944,27.96173,4.713985,241.31519,160000000.0,"(2.0, 1.0, 0.096)",0.008178347184874701,7.9,-1.2,101.40329794481366,200.0,22.180223,0.00010736608296131946
10,"(2.0, 1.0, 0.141)",12.15753,8.67521,25.488865,36.809914,5.566841,288.8308,160000000.0,"(2.0, 1.0, 0.141)",0.007126081551241642,0.6,-1.1,12.369199414226484,50.0,10.875903,0.00010736608296131946
11,"(2.0, 1.0, 0.208)",4.718697,3.0802977,9.658144,42.770992,6.538382,280.373,160000000.0,"(2.0, 1.0, 0.208)",0.0073653933818307316,0.4,-1.0,0.9670020169128456,0.0,4.718697,0.00010736608296131946
12,"(2.0, 1.0, 0.306)",1.6281819,1.0524331,4.2372437,79.184685,6.904291,411.25183,160000000.0,"(2.0, 1.0, 0.306)",0.006465178410495431,0.2,-0.4,7.520090916223063e-05,0.0,1.6281819,0.00010736608296131946
13,"(2.0, 1.0, 0.45)",0.5886774,0.39630264,2.0185516,147.04845,5.666576,533.19275,160000000.0,"(2.0, 1.0, 0.45)",0.0023507149498195323,0.1,1.5,2.551708798479642e-16,0.0,0.5886774,0.00010736608296131946
14,"(3.0, 0.5, 0.044)",116.50107,87.833305,169.18463,13.374086,4.4614196,84.312675,160000000.0,"(3.0, 0.5, 0.044)",0.010502264932350291,1.6,-1.2,443.4657373772785,100.0,103.80156,0.00010736608296131946
15,"(3.0, 0.5, 0.065)",48.885197,35.28498,75.46438,17.755852,4.6060367,126.88595,160000000.0,"(3.0, 0.5, 0.065)",0.010084641346713497,1.1,-1.2,160.70595770852623,50.0,44.858814,0.00010736608296131946
16,"(3.0, 0.5, 0.096)",20.937191,14.824292,38.129948,30.392162,5.614327,232.01202,160000000.0,"(3.0, 0.5, 0.096)",0.010055783354170011,1.0,-1.2,55.287526448567704,200.0,16.586258,0.00010736608296131946
17,"(3.0, 0.5, 0.141)",8.425982,5.7270303,17.209816,40.256413,7.096903,283.53156,160000000.0,"(3.0, 0.5, 0.141)",0.009582193324096322,0.5,-1.1,5.188740955458748,50.0,7.471787,0.00010736608296131946
18,"(3.0, 0.5, 0.208)",3.3330612,2.1532567,6.2877254,37.882042,7.580223,234.74881,160000000.0,"(3.0, 0.5, 0.208)",0.009643076597166678,0.3,-0.9,0.08305875768366947,0.0,3.3330612,0.00010736608296131946
19,"(3.0, 0.5, 0.306)",0.9693491,0.6361936,2.6116905,83.58259,7.329294,440.55084,160000000.0,"(3.0, 0.5, 0.306)",0.005642158744837811,0.1,0.9,2.8859509584404517e-15,0.0,0.9693491,0.00010736608296131946
20,"(3.0, 0.5, 0.45)",0.34720543,0.22513233,1.1432908,125.06279,6.0860124,538.89923,160000000.0,"(3.0, 0.5, 0.45)",0.003418705702001236,0.1,2.1,2.5082672388147494e-17,50.0,0.29037085,0.00010736608296131946
21,"(3.0, 1.0, 0.044)",140.4855,105.64888,214.70471,14.993605,4.7134542,102.820206,160000000.0,"(3.0, 1.0, 0.044)",0.007933561571583758,1.6,-1.2,553.2915713546989,50.0,129.50838,0.00010736608296131946
22,"(3.0, 1.0, 0.065)",53.498684,38.40996,88.95193,20.842571,4.87331,168.96236,160000000.0,"(3.0, 1.0, 0.065)",0.007749189745251961,1.1,-1.2,174.91936059336692,50.0,48.826286,0.00010736608296131946
23,"(3.0, 1.0, 0.096)",23.714125,17.93361,37.965935,18.546865,5.4401975,138.86903,160000000.0,"(3.0, 1.0, 0.096)",0.008822431746880799,1.5,-1.2,86.83324929761888,100.0,20.750174,0.00010736608296131946
24,"(3.0, 1.0, 0.141)",10.035672,6.7740746,18.594767,32.000637,6.876478,215.0979,160000000.0,"(3.0, 1.0, 0.141)",0.007692771594670855,0.5,-1.1,6.1763783295949315,50.0,8.893985,0.00010736608296131946
