filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",119.92068,90.39296,170.64284,10.590433,3.464781,74.931915,160000000.0,"(2.0, 0.5, 0.044)",0.0103898420188797,3.7,-1.2,559.4558512040933,0.0,119.92068,0.0001073660829613,0.0103898420188797,3.7,-1.2,559.4558512040933,0.0,16477,6.04205,0.0636034,0.0,4.80552,0.0474265,0.0,3.93128,0.0508853,0.0,0.0
1,"(2.0, 0.5, 0.065)",47.59441,35.287544,70.19523,16.244356,4.2976317,127.4993,160000000.0,"(2.0, 0.5, 0.065)",0.0114026679904765,1.3,-1.2,172.8865284150388,50.0,47.59440994262695,0.0001073660829613,0.0090469035229054,1.7,-1.22,219.60681900581912,0.0,21972,3.34436,0.0718892,0.0,2.66166,0.0552234,0.0,2.15292,0.0587439,0.0,0.0
2,"(2.0, 0.5, 0.096)",21.67361,15.789366,35.630035,23.372608,4.751333,189.6679,160000000.0,"(2.0, 0.5, 0.096)",0.0087754360623655,1.3,-1.2,77.74104254023159,50.0,18.815195083618164,0.0001073660829613,0.0083325147244934,1.1,-1.19,65.29672823435538,100.0,27807,2.13457,0.0747565,0.0,1.73326,0.0553789,0.0,1.38735,0.0590441,0.0,0.0
3,"(2.0, 0.5, 0.141)",8.808341,6.1263776,15.579457,28.46845,5.7150893,174.32889,160000000.0,"(2.0, 0.5, 0.141)",0.0085903916964844,0.6,-1.1,8.484663688215917,100.0,8.808341026306152,0.0001073660829613,0.0069185144899998,0.53,-1.1,7.2783076494451375,0.0,39062,1.28819,0.0749423,0.0,1.08088,0.0515731,0.0,0.856647,0.0548522,0.0,0.0
4,"(2.0, 0.5, 0.208)",3.5610857,2.3952796,7.8240967,44.146633,6.6044106,327.38934,160000000.0,"(2.0, 0.5, 0.208)",0.0079373409479002,0.3,-0.8,0.0617592098253689,0.0,3.561085700988769,0.0001073660829613,0.0066381261032213,0.3,-0.81,0.0639196821806187,0.0,43944,0.828827,0.0699811,0.0,0.717565,0.0434604,0.0,0.567525,0.0451672,0.0,0.0
5,"(2.0, 0.5, 0.306)",1.033891,0.6614374,2.7742712,82.956276,5.937702,427.04742,160000000.0,"(2.0, 0.5, 0.306)",0.0038473966762069,0.1,1.2,1.1208787011072586e-15,0.0,1.033891,0.0001073660829613,0.0038473966762069,0.1,1.2,1.1208787011072586e-15,0.0,131835,0.495017,0.0560489,0.0,0.435183,0.0287104,0.0,0.3461,0.0283389,0.0,0.0
6,"(2.0, 0.5, 0.45)",0.6085269,0.39981797,1.869624,99.04162,5.8926187,468.8459,160000000.0,"(2.0, 0.5, 0.45)",0.0020964115933197,0.1,1.5,2.6377492854644213e-16,0.0,0.608526885509491,0.0001073660829613,0.0018564058566908,0.09,1.9,4.643622985925037e-19,0.0,527343,0.409629,0.0504855,0.0,0.360421,0.0231531,0.0,0.287467,0.022727,0.0,0.0
7,"(2.0, 1.0, 0.044)",166.01274,126.61309,245.24455,12.991724,3.8008072,110.41213,160000000.0,"(2.0, 1.0, 0.044)",0.0103544848881798,3.7,-1.2,774.4852810768555,0.0,166.01274,0.0001073660829613,0.0103544848881798,3.7,-1.2,774.4852810768555,0.0,16477,7.0777,0.0623616,0.0,5.63633,0.0457794,0.0,4.60239,0.0489844,0.0,0.0
8,"(2.0, 1.0, 0.065)",65.95833,48.032578,106.776,17.634312,4.299627,133.45706,160000000.0,"(2.0, 1.0, 0.065)",0.0088163316155578,2.6,-1.2,267.5942065428858,100.0,57.891792,0.0001073660829613,0.0088163316155578,2.6,-1.2,267.5942065428858,100.0,24718,4.13569,0.0655157,0.0,3.30191,0.0482581,0.0,2.67433,0.0515525,0.0,0.0
9,"(2.0, 1.0, 0.096)",27.470833,19.927954,51.303944,27.96173,4.713985,241.31519,160000000.0,"(2.0, 1.0, 0.096)",0.0081783471848747,7.9,-1.2,101.40329794481366,200.0,21.273517608642575,0.0001073660829613,0.0071308605180151,8.0,-1.19,94.78109639299508,275.0,37077,2.56501,0.0674486,0.0,2.08733,0.0476996,0.0,1.67272,0.0513026,0.0,0.0
