filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,63.54892825500126,48.37996979545634,80.93168685858072,7.165056579652131,3.826847898565476,16.333108066999124,196608000.0,"(2.0, 0.5, 0.001)",0.0062959301363286,0.7,-1.1,99.04615423952517,0.0,63.54892825500126,9.685608715247527e-05,0.005498555276248207,0.74,-1.1,108.88601490761357,0.0,60750
1,16.307660101522654,12.305714669467775,21.730621275010368,9.287096184299614,4.682541769273922,24.351609650141263,196608000.0,"(2.0, 0.5, 0.002)",0.0077636643890814,0.6,-1.1,18.54675399108599,0.0,15.14080639405444,9.685608715247527e-05,0.007101492059447878,0.63,-1.1,19.197755980769077,75.0,36000
2,4.202337210840184,3.1544579319461907,5.660183183698532,11.389939442615212,5.5426213197900545,32.84475267965359,196608000.0,"(2.0, 0.5, 0.003)",0.0083651995789265,0.4,-1.0,0.8611844535517532,0.0,4.202337210840184,9.685608715247527e-05,0.007364999148916029,0.4,-1.01,0.8923339934991176,0.0,36000
3,1.1237520334032551,0.8161411612451314,1.5218461794431384,13.253161223075791,6.340988756902298,35.14339439435512,196608000.0,"(2.0, 0.5, 0.004)",0.0099698662724174,0.5,-1.1,0.7281919003376172,50.0,1.0485963364861686,9.685608715247527e-05,0.009969818037295464,0.48,-1.1,0.6382413254642989,50.0,18000
4,0.3096766359264535,0.218014390054944,0.4126125086686513,14.076481354279183,7.350611560780147,39.43543498677143,196608000.0,"(2.0, 0.5, 0.005)",0.0127219870089427,0.4,-1.1,0.0931820438708352,0.0,0.2750614728896792,9.685608715247527e-05,0.012719999999983855,0.77,-1.2,0.6915074663806215,100.0,12000
5,96.3677100883937,74.34319544269312,121.8559850896538,7.973324573163717,3.719243042863724,21.96779848011302,196608000.0,"(2.0, 0.5, 0.009)",0.0045010879590484,0.6,-1.0,81.82902002904213,0.0,96.3677100883937,9.685608715247527e-05,0.00435547511209966,0.62,-1.0,88.62911066225315,0.0,96000
6,24.910593631133633,18.300485231730548,33.59487312486128,10.619910459603371,5.2404505328275635,35.42331898844017,196608000.0,"(2.0, 0.5, 0.014)",0.0064153516842644,0.7,-1.1,35.10262901940088,100.0,24.910593631133633,9.685608715247527e-05,0.003774773826781916,0.5,-1.03,13.660119341485872,0.0,136687
7,6.427431168576379,4.737144286122247,8.87413557653179,13.242024767856176,6.2630862760935875,43.162267704409686,196608000.0,"(2.0, 0.5, 0.022)",0.0066694165963496,0.4,-1.0,1.3171726877066314,0.0,5.849491026949677,9.685608715247527e-05,0.006298898249060936,0.5,-1.05,3.420754986520279,75.0,48000
8,1.6782738892039424,1.16361099124975,2.391877130753915,15.821607499392949,6.910286081473994,52.082523554358055,196608000.0,"(2.0, 0.5, 0.034)",0.0080099999999949,0.4,-1.0,0.3177854913536777,50.0,1.4446622128319626,9.685608715247527e-05,0.008009999999990636,0.56,-1.1,1.3866865240291857,125.0,30375
9,0.4670565741882759,0.3278747596349144,0.6582908591725288,17.99916378266107,7.743794787708835,65.10464714353137,196608000.0,"(2.0, 0.5, 0.054)",0.0100499243885705,0.5,-1.1,0.2587294690700775,200.0,0.4056921176360565,9.685608715247527e-05,0.010048723666424286,0.46,-1.1,0.21319626899536182,100.0,18000
10,69.3721851998416,52.7061978160652,90.9710705399782,9.330451056729617,4.541925367622319,23.356946364137077,196608000.0,"(2.0, 0.5, 0.084)",0.0064561093580014,0.6,-1.1,78.89720810439171,0.0,69.3721851998416,9.685608715247527e-05,0.006199282807544337,0.59,-1.1,75.83735501846913,0.0,48000
11,17.442214413404848,12.501176295069932,23.684009717434368,12.88217241393019,5.633022155389231,53.284315180776275,196608000.0,"(2.0, 0.5, 0.132)",0.0072411297736031,0.5,-1.1,11.281161245123194,50.0,16.68930231863228,9.685608715247527e-05,0.007137999357224034,0.5,-1.1,11.589793276827974,25.0,36000
12,4.405970250088933,3.0756461753225492,6.003487300504069,15.269168650850276,6.97914466853819,55.183715775373294,196608000.0,"(2.0, 0.5, 0.205)",0.0080460538320349,0.5,-1.1,2.501005007459099,200.0,3.80578356535219,9.685608715247527e-05,0.007468981525902807,0.48,-1.1,2.3164379491541993,125.0,34171
13,1.170050214515642,0.8502638441902105,1.6145791885251417,17.439435354697586,7.817137204477293,63.928756382946474,196608000.0,"(2.0, 0.5, 0.32)",0.0076328490459061,0.4,-1.1,0.3520694097373563,0.0,1.0752269392406717,9.685608715247527e-05,0.005191591846703751,0.4,-1.08,0.29793990544627125,50.0,72000
14,0.3664721816000736,0.2537250513065976,0.5570702697429235,19.94562570880632,8.616745126977127,87.78452237900873,196608000.0,"(2.0, 0.5, 0.5)",0.0100248601559073,0.4,-1.1,0.0871346074998384,200.0,0.3161439464410394,9.685608715247527e-05,0.006948129171156503,0.5,-1.17,0.28855781894947,100.0,38442
15,97.09839548848728,71.31339561830455,129.19070709329958,10.84407783994834,4.96447331782992,31.888449323758213,196608000.0,"(2.0, 1.0, 0.001)",0.0068544403222243,0.7,-1.1,136.2007506214988,100.0,97.09839548848727,9.685608715247527e-05,0.005394748793898341,0.5,-1.04,54.969653243029484,0.0,60750
16,24.47623001592762,17.7027956034888,33.878419706981866,16.2264917680055,6.081110708007998,80.0275892079068,196608000.0,"(2.0, 1.0, 0.002)",0.0082944803502564,0.5,-1.1,15.651174731293438,50.0,24.47623001592762,9.685608715247527e-05,0.005218325589655626,0.4,-1.04,5.802518426399507,0.0,68343
17,6.1843237538997595,4.275832962022126,9.014850691529112,18.972792328458265,8.269402745734102,76.35333306035862,196608000.0,"(2.0, 1.0, 0.003)",0.0098019345559868,0.3,-1.0,0.2326195482882357,0.0,6.1843237538997595,9.685608715247527e-05,0.005200063436175725,0.3,-0.96,0.19595229415738552,0.0,72000
18,1.6109129735066905,1.0569248624204692,2.4271140697731495,22.32464314780176,9.4101679683669,93.53516585697916,196608000.0,"(2.0, 1.0, 0.004)",0.0049944953516962,0.3,-1.0,0.0605935043411148,0.0,1.5137948554521934,9.685608715247527e-05,0.004379168183226624,0.31,-1.0,0.07176777917282855,25.0,96000
19,0.4868304467401857,0.3328691991672536,0.7445978735662496,27.307064183938635,10.087776023694182,123.26892612024427,196608000.0,"(2.0, 1.0, 0.005)",0.0068063865861766,0.4,-1.1,0.1103539072815088,200.0,0.40638672297560685,9.685608715247527e-05,0.005087278284659602,0.4,-1.12,0.13322547996969678,100.0,72000
