filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,63.54892825500126,48.37996979545634,80.93168685858072,7.165056579652131,3.826847898565476,16.333108066999124,196608000.0,"(2.0, 0.5, 0.001)",0.0062959301363286,0.7,-1.1,99.04615423952517,0.0,63.54892825500126,9.685608715247528e-05,0.0054985552762482,0.74,-1.1,108.88601490761356,0.0,60750,4.0911,0.0699197,0.0,3.51124,0.0441109,0.0,2.77683,0.0467574,0.0,0.0
1,16.307660101522654,12.305714669467775,21.730621275010368,9.287096184299614,4.682541769273922,24.351609650141263,196608000.0,"(2.0, 0.5, 0.002)",0.0077636643890814,0.6,-1.1,18.54675399108599,0.0,15.14080639405444,9.685608715247528e-05,0.0071014920594478,0.63,-1.1,19.197755980769077,75.0,36000,1.84992,0.0746794,0.0,1.58597,0.0492732,0.0,1.24474,0.0513735,0.0,0.0
2,4.202337210840184,3.1544579319461907,5.660183183698532,11.389939442615212,5.5426213197900545,32.84475267965359,196608000.0,"(2.0, 0.5, 0.003)",0.0083651995789265,0.4,-1.0,0.8611844535517532,0.0,4.202337210840184,9.685608715247528e-05,0.007364999148916,0.4,-1.01,0.8923339934991176,0.0,36000,0.875051,0.0756517,0.0,0.750444,0.0503208,0.0,0.588134,0.0522637,0.0,0.0
3,1.1237520334032551,0.8161411612451314,1.5218461794431384,13.253161223075791,6.340988756902298,35.14339439435512,196608000.0,"(2.0, 0.5, 0.004)",0.0099698662724174,0.5,-1.1,0.7281919003376172,50.0,1.0485963364861686,9.685608715247528e-05,0.0099698180372954,0.48,-1.1,0.6382413254642989,50.0,18000,0.426983,0.07647,0.0,0.366736,0.0511944,0.0,0.286237,0.0527211,0.0,0.0
4,0.3096766359264535,0.218014390054944,0.4126125086686513,14.076481354279183,7.350611560780147,39.43543498677143,196608000.0,"(2.0, 0.5, 0.005)",0.0127219870089427,0.4,-1.1,0.0931820438708352,0.0,0.2750614728896792,9.685608715247528e-05,0.0127199999999838,0.77,-1.2,0.6915074663806215,100.0,12000,0.207968,0.0820429,0.0,0.177158,0.0574727,0.0,0.138037,0.0592975,0.0,0.0
5,96.3677100883937,74.34319544269312,121.8559850896538,7.973324573163717,3.719243042863724,21.96779848011302,196608000.0,"(2.0, 0.5, 0.009)",0.0045010879590484,0.6,-1.0,81.82902002904213,0.0,96.3677100883937,9.685608715247528e-05,0.0043554751120996,0.62,-1.0,88.62911066225315,0.0,96000,5.34637,0.0619805,0.0,4.61215,0.0356857,0.0,3.65007,0.0386173,0.0,0.0
6,24.910593631133633,18.300485231730548,33.59487312486128,10.619910459603371,5.2404505328275635,35.42331898844017,196608000.0,"(2.0, 0.5, 0.014)",0.0064153516842644,0.7,-1.1,35.10262901940088,100.0,24.910593631133633,9.685608715247528e-05,0.0037747738267819,0.5,-1.03,13.660119341485872,0.0,136687,2.37082,0.0692844,0.0,2.03651,0.043657,0.0,1.60193,0.0459089,0.0,0.0
7,6.427431168576379,4.737144286122247,8.87413557653179,13.242024767856176,6.2630862760935875,43.162267704409686,196608000.0,"(2.0, 0.5, 0.022)",0.0066694165963496,0.4,-1.0,1.3171726877066314,0.0,5.849491026949677,9.685608715247528e-05,0.0062988982490609,0.5,-1.05,3.420754986520279,75.0,48000,1.09326,0.0723093,0.0,0.937026,0.0469918,0.0,0.736125,0.0492137,0.0,0.0
8,1.6782738892039424,1.16361099124975,2.391877130753915,15.821607499392949,6.910286081473994,52.082523554358055,196608000.0,"(2.0, 0.5, 0.034)",0.0080099999999949,0.4,-1.0,0.3177854913536777,50.0,1.4446622128319626,9.685608715247528e-05,0.0080099999999906,0.56,-1.1,1.3866865240291857,125.0,30375,0.522603,0.0736482,0.0,0.448551,0.0482562,0.0,0.351675,0.0502421,0.0,0.0
9,0.4670565741882759,0.3278747596349144,0.6582908591725288,17.99916378266107,7.743794787708835,65.10464714353137,196608000.0,"(2.0, 0.5, 0.054)",0.0100499243885705,0.5,-1.1,0.2587294690700775,200.0,0.4056921176360565,9.685608715247528e-05,0.0100487236664242,0.46,-1.1,0.2131962689953618,100.0,18000,0.260774,0.0775399,0.0,0.221938,0.0528657,0.0,0.174069,0.0551953,0.0,0.0
