filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,best_augmented_var,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,41254.555,41254.555,39853.754,38898.605,37347.598,0.0037335939913068,0.0040903879425663,0.005111568759371,0.0051207055619888,0.00384674857467715,0.003641040177181698,41254.555,0.003080346411912238,0.0029449772630975035,0.0026362909933860257,,,,
1,17331.59,17331.59,16693.621,16269.782,15585.085,0.004517439962242,0.0045235105148909,0.0045411160561269,0.0050430470727966,0.003958138553557297,0.003549727602788877,17331.59,0.003275429218555448,0.003166286030628296,0.002889016892196894,,,,
2,7013.963,7013.963,6734.5396,6548.14,6250.9893,0.0050562664125562,0.0044239146238169,0.005888190518455,0.0062013186192852,0.004929599262164297,0.004644181008653603,7013.963,0.004584485414887929,0.004186717092507168,0.0037928030858336292,0.0035973439738988602,0.002981992313878301,,
3,2995.2925,2995.2925,2862.7192,2776.3752,2640.7239,0.0036732280604748,0.0058323118286226,0.0062595166745671,0.0060906476825068,0.004536981317556421,0.004481757508278644,2995.2925,0.003858842760445791,0.003915468270118544,0.003172057515360094,,,,
4,1252.7316,1252.7316,1191.2413,1153.1249,1093.7681,0.005237740380508,0.0057414742115887,0.0054100491669661,0.0075525188962436,0.005209838819072998,0.004724632760286861,1252.7316,0.00464834984467366,0.004628842049819948,0.004086155795913482,,,,
5,453.95105,453.95105,429.46866,413.94696,390.0192,0.0049506957208567,0.0047718655646582,0.0063209933090615,0.0063604600958433,0.005831516401487068,0.005397532436187576,453.95105,0.004862448443501033,0.004690801764633851,0.004432091767178514,0.004104977124570031,0.003808918623404489,,
6,289.5494,289.5494,273.07175,262.93204,247.3776,0.0043551303312824,0.0042055649816347,0.005865914077245,0.0064656908404781,0.005157357817037654,0.004797527605960111,289.5494,0.004250691265754725,0.003999451603356317,0.0040877665838841,0.0033772166600698483,0.002854997621918376,,
7,56197.508,56197.508,53881.58,52389.13,50043.01,0.003400529409245,0.0031979033031049,0.0040657551761437,0.0048282311045766,0.0039040738566023525,0.0035879369842269915,56197.508,0.003181794968778493,0.0027957062658692244,0.0026564372226859367,0.0022170714092710764,0.0014694180041390226,,
8,22584.719,22584.719,21547.22,20889.975,19879.69,0.0013972353890184,0.0036092007808625,0.0042971839699302,0.004783031056379,0.0030348032364126976,0.002950205430129027,,0.002467042250964946,0.0020269432149663535,0.0013972353890184808,,,,
9,9642.722,9642.722,9193.664,8910.169,8469.339,0.0044066654259167,0.0028012612044294,0.0040116640392705,0.0053587135977617,0.004168518653415054,0.003991819892364766,9642.722,0.0035031985212093802,0.003289576717746434,0.0028012612044294727,0.0026654678723835312,0.0018757515167105443,,
