filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,41254.555,32676.832,50386.504,4.5373807,2.5733058,11.444088,262144000.0,"(2.0, 0.5, 0.044)"
1,17331.59,13826.944,21622.344,5.107563,2.670625,17.181097,262144000.0,"(2.0, 0.5, 0.065)"
2,7013.963,5592.817,8752.662,5.7925873,2.9616368,14.452106,262144000.0,"(2.0, 0.5, 0.096)"
3,2995.2925,2335.4744,3778.2969,6.664979,3.4034789,17.639471,262144000.0,"(2.0, 0.5, 0.141)"
4,1252.7316,958.9974,1565.6038,7.7441225,4.031706,26.522013,262144000.0,"(2.0, 0.5, 0.208)"
5,453.95105,344.5804,587.31354,9.18064,4.1684337,29.596153,262144000.0,"(2.0, 0.5, 0.306)"
6,289.5494,217.71602,385.8711,9.71154,4.6689277,33.1945,262144000.0,"(2.0, 0.5, 0.45)"
7,56197.508,45426.035,70810.79,5.778083,2.9532936,23.434847,262144000.0,"(2.0, 1.0, 0.044)"
8,22584.719,17688.928,28958.445,6.698924,3.111553,24.212717,262144000.0,"(2.0, 1.0, 0.065)"
9,9642.722,7628.6826,12136.76,7.004792,3.4806356,24.405869,262144000.0,"(2.0, 1.0, 0.096)"
10,4076.9702,3132.0154,5327.8013,8.683035,3.8443084,35.072666,262144000.0,"(2.0, 1.0, 0.141)"
11,1686.2347,1264.6827,2211.2283,8.880548,3.9897695,32.756847,262144000.0,"(2.0, 1.0, 0.208)"
12,663.1824,487.21152,887.5695,11.210059,4.859152,49.435036,262144000.0,"(2.0, 1.0, 0.306)"
13,312.59976,234.21782,430.74304,15.104227,5.621323,79.123924,262144000.0,"(2.0, 1.0, 0.45)"
14,38284.832,30685.62,47912.434,5.9009438,3.1877677,17.438665,262144000.0,"(3.0, 0.5, 0.044)"
15,16556.695,12999.793,21040.947,6.574334,3.4502444,22.830462,262144000.0,"(3.0, 0.5, 0.065)"
16,6601.16,5188.1943,8432.009,8.111109,3.814433,33.084988,262144000.0,"(3.0, 0.5, 0.096)"
17,2894.6086,2205.2334,3763.7427,9.237162,4.6234694,32.881638,262144000.0,"(3.0, 0.5, 0.141)"
18,1161.6654,858.24115,1596.7877,10.864187,5.042459,47.580414,262144000.0,"(3.0, 0.5, 0.208)"
19,459.3848,342.7673,623.791,14.385508,6.2522235,52.6813,262144000.0,"(3.0, 0.5, 0.306)"
20,227.42635,161.37585,346.74292,18.028421,7.251963,98.4163,262144000.0,"(3.0, 0.5, 0.45)"
21,48845.43,37473.133,66113.516,9.724975,4.448614,35.272465,262144000.0,"(3.0, 1.0, 0.044)"
22,19566.33,14387.251,26816.463,11.234265,4.5856223,57.85082,262144000.0,"(3.0, 1.0, 0.065)"
23,8147.0566,6317.2344,11298.74,12.459232,4.989012,64.88104,262144000.0,"(3.0, 1.0, 0.096)"
24,3407.1711,2506.6887,4985.6084,15.56781,5.460553,90.31984,262144000.0,"(3.0, 1.0, 0.141)"
25,1412.8157,1007.8582,2100.5757,17.6599,6.5886936,72.50234,262144000.0,"(3.0, 1.0, 0.208)"
26,529.15875,375.89587,772.9016,19.47199,6.396831,99.24181,262144000.0,"(3.0, 1.0, 0.306)"
27,223.3432,150.0248,382.8918,29.594517,7.698318,193.92078,262144000.0,"(3.0, 1.0, 0.45)"
28,39038.28,31278.168,50845.805,6.6754866,2.7773848,24.624708,262144000.0,"(4.0, 0.5, 0.044)"
29,16568.78,12780.586,21405.512,7.8258057,3.4257638,36.69699,262144000.0,"(4.0, 0.5, 0.065)"
30,6615.0093,5082.2393,8626.075,9.436253,3.9963732,50.465996,262144000.0,"(4.0, 0.5, 0.096)"
31,2712.5369,2007.3976,3770.0818,10.488337,4.348949,50.908337,262144000.0,"(4.0, 0.5, 0.141)"
32,1224.1837,907.644,1737.3517,14.111961,5.0314884,91.43949,262144000.0,"(4.0, 0.5, 0.208)"
33,439.74033,317.50992,681.9828,18.43228,6.067583,130.09389,262144000.0,"(4.0, 0.5, 0.306)"
34,206.84148,143.19798,307.466,21.406574,7.1588817,129.38136,262144000.0,"(4.0, 0.5, 0.45)"
35,43519.312,32710.87,57112.656,11.279977,4.895992,36.0294,262144000.0,"(4.0, 1.0, 0.044)"
36,19027.361,14331.745,28312.48,14.298542,5.2261987,80.23701,262144000.0,"(4.0, 1.0, 0.065)"
37,7502.647,5423.219,10450.664,14.491106,5.2919683,68.45465,262144000.0,"(4.0, 1.0, 0.096)"
38,3224.96,2350.7104,4550.689,15.839535,6.0570827,92.39774,262144000.0,"(4.0, 1.0, 0.141)"
39,1378.2527,953.544,2253.729,26.052103,6.865087,157.71077,262144000.0,"(4.0, 1.0, 0.208)"
40,544.4368,346.29547,1042.6765,38.766273,8.3275795,250.86327,262144000.0,"(4.0, 1.0, 0.306)"
41,211.39896,140.54195,445.22263,46.502853,8.946253,297.26382,262144000.0,"(4.0, 1.0, 0.45)"
