band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,302817993711258.0,246799554420154.3,369288794684815.7,6.332602680361324,2.8113163778189487,9.789408144984439,672.0
5,700883940033422.8,624404946138658.9,781599137062360.9,16.975710269256073,14.058759905989897,20.035242254060087,6720.0
8,172015403152260.4,150114952857211.97,196086353994458.4,24.927643154744427,19.8834037313302,30.17708649979299,12768.0
11,10507361596511.855,9690891573038.219,11526921015461.488,9.35787631801719,3.100182800266472,21.787816504122645,26208.0
14,255571956629778.5,228082225725475.75,285657966005145.8,17.23758146838154,12.74998804272108,23.40263906901501,52416.0
17,459476188667493.56,433197804748537.5,487866359260454.8,3.241749451762616,2.2172877257501815,6.229757374247715,420672.0
20,32575664546854.03,30553302321501.375,34828944073528.562,4.369693041275223,2.5608906974991466,8.748407625084539,841344.0
23,6163140075661.676,5720683374273.755,6830976654748.2705,9.159768419973272,2.926370013794576,42.88591771033047,6730752.0
26,500215952198.6477,461260609949.741,550525336831.7795,9.46387081382692,4.32402250881181,31.55694767129348,3365376.0
30,46186738214.56651,42049023173.19831,51041032535.98131,12.058614514523468,7.227892168154205,27.14670660144084,6730752.0
