band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,302817993711258.0,246799554420154.3,369288794684815.7,6.332602680361324,2.8113163778189487,9.78940814498444,672.0,0.013957878634907661,0.2,13.0,100000.0,0.0,302817993711258.0,0.05213510010839711
5,700883940033422.8,624404946138658.9,781599137062360.9,16.975710269256073,14.058759905989897,20.035242254060087,6720.0,0.014971501194114292,0.1,3.2,0.003089023159275671,100.0,399135364950537.56,0.016542093247376977
8,172015403152260.4,150114952857211.97,196086353994458.4,24.927643154744427,19.8834037313302,30.17708649979299,12768.0,0.011471145881970759,0.1,5.4,1.7985954655057122e-05,200.0,82127051926120.81,0.012005908138065957
11,10507361596511.855,9690891573038.22,11526921015461.488,9.35787631801719,3.100182800266472,21.787816504122645,26208.0,0.0030952794188253826,0.2,12.0,5631.15477762502,100.0,9121615721928.588,0.008382693774930963
14,255571956629778.5,228082225725475.72,285657966005145.8,17.23758146838154,12.74998804272108,23.40263906901501,52416.0,0.01882705189867849,0.1,0.2,13.25909141466109,0.0,255571956629778.5,0.005928786431602758
17,459476188667493.6,433197804748537.5,487866359260454.8,3.241749451762616,2.217287725750181,6.229757374247715,420672.0,0.0072257679674621045,0.1,8.3,3.603551126279062e-06,0.0,459476188667493.56,0.002093520611263876
20,32575664546854.03,30553302321501.37,34828944073528.56,4.369693041275223,2.5608906974991466,8.748407625084539,841344.0,0.0011895767292597996,0.1,12.0,1.1187848370523962e-08,50.0,31157867395909.188,0.0014804248264702498
23,6163140075661.676,5720683374273.755,6830976654748.271,9.159768419973272,2.926370013794576,42.88591771033047,6730752.0,0.0013286904276501588,0.1,12.0,2.091018155143192e-09,50.0,5823431301772.19,0.0005234545393228718
26,500215952198.6477,461260609949.741,550525336831.7795,9.46387081382692,4.32402250881181,31.55694767129348,3365376.0,0.0009663662283030429,0.1,6.7,2.0566642710351535e-08,25.0,479653750222.0358,0.0007402619940850865
30,46186738214.56651,42049023173.19831,51041032535.98131,12.058614514523468,7.227892168154205,27.14670660144084,6730752.0,0.0028543029152086064,0.1,3.8,1.1006276994077602e-07,50.0,42942608355.070435,0.0005234545393228718
